-40,0.29775729424828595
-39,0.3004949331641025
-38,0.2895541201204637
-37,0.26405108086759577
-36,0.2291729669194137
-35,0.20981363542483705
-34,0.1828498348730088
-33,0.18656679653512534
-32,0.1847507664670677
-31,0.17761364540741975
-30,0.18315356395398869
-29,0.1729095141560832
-28,0.17399400207121768
-27,0.18035998167273634
-26,0.19557200816824602
-25,0.18420609319399206
-24,0.16871142373592035
-23,0.16795472900064684
-22,0.18668095817260416
-21,0.19821218074063776
-20,0.21619903488408188
-19,0.2257931733431559
-18,0.2093735434941734
-17,0.20498674541592413
-16,0.19566984296473003
-15,0.2034817171930881
-14,0.21543950624743366
-13,0.22065195284567646
-12,0.20530369460415707
-11,0.20841170040727713
-10,0.23120107365972428
-9,0.23536890742344
-8,0.24849901177991346
-7,0.2579679254684696
-6,0.2604131006355571
-5,0.26707182456544815
-4,0.2752699220796692
-3,0.29021963594268685
-2,0.30502510866366456
-1,0.3055456726624722
0,0.28291680821307164
1,0.29662873675934237
2,0.363112345230956
3,0.39856836377364835
4,0.4445535853272777
5,0.4810684627167977
6,0.5156142443890106
7,0.5280409813112157
8,0.5325357401198623
9,0.5261032671403352
10,0.5113500460656648
11,0.4868982029709203
12,0.4644306379394934
13,0.4656373518096283
14,0.47185786950623
15,0.4800950869029885
16,0.4925628353898119
17,0.48786634064738604
18,0.48975000488989034
19,0.4813557123983148
20,0.475612799754555
21,0.4898550851814349
22,0.4751376773840397
23,0.44639476039619447
24,0.4193626137934601
25,0.40316869470555255
26,0.4026606581380651
27,0.4271590470522605
28,0.423419458804382
29,0.40857863744641576
30,0.42959561948434044
31,0.4161090377079804
32,0.38797888254717655
33,0.4069163881135148
34,0.3817875750465625
35,0.34498443296538356
36,0.3212465679178182
37,0.27632140624118534
38,0.2691600146173079
39,0.31134028763579685
40,0.30271659653823807
