id,indra_time,reading_time,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gama,mid-gama,signal_quality
12,2015-05-0923:22:23.981,2015-05-0916:22:22.723,484131.0,36672.0,6148.0,7802.0,17154.0,4152.0,3593.0,4939.0,0
5,2015-05-0923:22:24.033,2015-05-0916:22:23.108,1978890.0,611162.0,112781.0,19810.0,50642.0,26651.0,10839.0,19107.0,0
6,2015-05-0923:22:24.144,2015-05-0916:22:25.844,334069.0,33818.0,4497.0,3698.0,1168.0,1728.0,1964.0,553.0,0
2,2015-05-0923:22:24.172,2015-05-0916:22:23.095,273470.0,44591.0,2432.0,3559.0,2943.0,4291.0,3286.0,1564.0,0
13,2015-05-0923:22:24.540,2015-05-0916:22:24.837,141636.0,2552.0,909.0,1090.0,1204.0,779.0,2515.0,942.0,0
4,2015-05-0923:22:24.579,2015-05-0919:22:16.976,308811.0,133454.0,12348.0,9127.0,13153.0,2832.0,829.0,399.0,0
10,2015-05-0923:22:24.628,2015-05-0916:22:24.677,100138.0,45676.0,2596.0,3588.0,2558.0,5179.0,3989.0,3739.0,0
11,2015-05-0923:22:24.783,2015-05-0916:22:25.074,18985.0,25340.0,10660.0,11096.0,29909.0,10882.0,6570.0,5923.0,0
8,2015-05-0923:22:24.808,2015-05-0916:22:25.114,39041.0,17094.0,2319.0,28101.0,11732.0,12244.0,4579.0,5122.0,0
15,2015-05-0923:22:24.886,2015-05-0916:22:15.799,84844.0,109007.0,14478.0,16719.0,8255.0,15232.0,10797.0,12052.0,0
14,2015-05-0923:22:24.893,2015-05-0916:22:24.204,4722.0,3168.0,861.0,3667.0,2169.0,1869.0,3313.0,906.0,0
5,2015-05-0923:22:24.938,2015-05-0916:22:24.127,433031.0,206507.0,3786.0,31779.0,21955.0,22699.0,11117.0,9699.0,0
3,2015-05-0923:22:25.025,2015-05-0916:22:10.332,986104.0,16302.0,2178.0,4490.0,1877.0,2428.0,454.0,252.0,0
6,2015-05-0923:22:25.044,2015-05-0916:22:26.838,655520.0,69819.0,10940.0,16253.0,9001.0,5950.0,5864.0,5688.0,0
9,2015-05-0923:22:25.157,2015-05-0916:22:14.640,363757.0,325998.0,37094.0,17132.0,12007.0,7117.0,9684.0,7562.0,0
12,2015-05-0923:22:25.189,2015-05-0916:22:23.716,42654.0,72953.0,24601.0,6718.0,16147.0,11905.0,8235.0,6704.0,0
2,2015-05-0923:22:25.360,2015-05-0916:22:24.119,48758.0,11564.0,3611.0,31792.0,12480.0,7871.0,6926.0,10513.0,0
4,2015-05-0923:22:25.519,2015-05-0919:22:18.021,15028.0,28981.0,9252.0,12839.0,11000.0,7552.0,2678.0,585.0,0
10,2015-05-0923:22:25.544,2015-05-0916:22:25.644,223971.0,12332.0,3330.0,5763.0,1409.0,2014.0,1166.0,1643.0,0
13,2015-05-0923:22:25.669,2015-05-0916:22:25.809,2001527.0,516797.0,37098.0,82404.0,36913.0,66413.0,108524.0,37281.0,0
14,2015-05-0923:22:25.795,2015-05-0916:22:25.225,84747.0,46758.0,13858.0,13739.0,16810.0,6888.0,6924.0,5852.0,0
15,2015-05-0923:22:25.796,2015-05-0916:22:16.802,2790707.0,830482.0,507091.0,415219.0,75560.0,82455.0,35441.0,146041.0,0
5,2015-05-0923:22:25.845,2015-05-0916:22:25.095,496215.0,49896.0,39201.0,10884.0,5503.0,35708.0,19750.0,12419.0,0
11,2015-05-0923:22:25.983,2015-05-0916:22:26.057,141148.0,34142.0,2970.0,6149.0,4832.0,2211.0,1874.0,1928.0,0
8,2015-05-0923:22:26.015,2015-05-0916:22:26.107,170913.0,79594.0,17206.0,32963.0,14766.0,18131.0,10347.0,7880.0,0
9,2015-05-0923:22:26.062,2015-05-0916:22:15.660,132036.0,6903.0,646.0,3566.0,5827.0,2196.0,1071.0,1839.0,0
12,2015-05-0923:22:26.093,2015-05-0916:22:24.723,26242.0,30754.0,5698.0,8202.0,10101.0,6825.0,5255.0,6562.0,0
3,2015-05-0923:22:26.235,2015-05-0916:22:11.530,1053629.0,22112.0,10774.0,10012.0,2615.0,5529.0,1978.0,701.0,0
6,2015-05-0923:22:26.245,2015-05-0916:22:27.849,1170480.0,423518.0,18937.0,48137.0,39897.0,41782.0,30028.0,18557.0,0
2,2015-05-0923:22:26.272,2015-05-0916:22:25.099,373514.0,74858.0,25999.0,16157.0,27112.0,6885.0,5798.0,8080.0,0
4,2015-05-0923:22:26.430,2015-05-0919:22:18.980,412528.0,296419.0,64862.0,14483.0,30630.0,16976.0,4631.0,1240.0,0
10,2015-05-0923:22:26.459,2015-05-0916:22:26.647,1866299.0,170202.0,39968.0,45101.0,27876.0,15281.0,24965.0,4720.0,0
13,2015-05-0923:22:26.578,2015-05-0916:22:26.836,2518415.0,431754.0,320748.0,173387.0,81067.0,67282.0,47144.0,42056.0,0
14,2015-05-0923:22:26.698,2015-05-0916:22:26.196,6132.0,23840.0,4766.0,13012.0,18729.0,7932.0,7097.0,4105.0,0
11,2015-05-0923:22:26.882,2015-05-0916:22:27.077,1184447.0,36521.0,19886.0,38419.0,27506.0,14181.0,6341.0,5816.0,0
8,2015-05-0923:22:26.920,2015-05-0916:22:27.108,52278.0,16326.0,4554.0,9891.0,10431.0,4713.0,1268.0,929.0,0
9,2015-05-0923:22:26.966,2015-05-0916:22:16.666,572690.0,20178.0,571.0,830.0,1571.0,3028.0,1339.0,1439.0,0
12,2015-05-0923:22:26.998,2015-05-0916:22:25.734,16220.0,10300.0,3287.0,1409.0,10939.0,7613.0,2424.0,3713.0,0
15,2015-05-0923:22:27.009,2015-05-0916:22:17.844,1442027.0,506650.0,421529.0,97714.0,52293.0,77301.0,161731.0,104560.0,0
5,2015-05-0923:22:27.055,2015-05-0916:22:26.094,275868.0,41527.0,22218.0,64291.0,19845.0,21628.0,17792.0,12092.0,0
6,2015-05-0923:22:27.140,2015-05-0916:22:28.848,174607.0,66434.0,929.0,14845.0,13472.0,4766.0,4068.0,1903.0,0
2,2015-05-0923:22:27.178,2015-05-0916:22:26.075,315649.0,156629.0,17807.0,14874.0,31032.0,32148.0,14612.0,15754.0,0
3,2015-05-0923:22:27.450,2015-05-0916:22:12.800,153318.0,14960.0,1238.0,654.0,2944.0,890.0,1025.0,323.0,0
13,2015-05-0923:22:27.490,2015-05-0916:22:27.806,653401.0,198628.0,25162.0,32441.0,10224.0,11727.0,33937.0,12206.0,0
14,2015-05-0923:22:27.600,2015-05-0916:22:27.194,45953.0,10331.0,2651.0,22702.0,4182.0,9901.0,3784.0,6934.0,0
4,2015-05-0923:22:27.644,2015-05-0919:22:19.966,2115569.0,160461.0,75671.0,163151.0,36904.0,97328.0,27042.0,12940.0,0
10,2015-05-0923:22:27.673,2015-05-0916:22:27.665,910432.0,81101.0,14260.0,19607.0,31678.0,14109.0,3517.0,2351.0,0
11,2015-05-0923:22:27.782,2015-05-0916:22:28.063,1835435.0,105751.0,36796.0,56896.0,15727.0,23836.0,19670.0,11396.0,0
8,2015-05-0923:22:27.833,2015-05-0916:22:28.108,113317.0,12062.0,3144.0,6146.0,6820.0,3097.0,1264.0,1098.0,0
12,2015-05-0923:22:27.904,2015-05-0916:22:26.695,263786.0,104687.0,6043.0,14540.0,20858.0,13744.0,6633.0,3483.0,0
15,2015-05-0923:22:27.915,2015-05-0916:22:18.775,1168409.0,145942.0,46586.0,21436.0,32045.0,23531.0,14924.0,16035.0,0
5,2015-05-0923:22:27.963,2015-05-0916:22:27.103,96011.0,26475.0,8294.0,4731.0,4132.0,4646.0,1717.0,1983.0,0
6,2015-05-0923:22:28.041,2015-05-0916:22:29.845,1399438.0,284434.0,37122.0,23670.0,39254.0,19805.0,4908.0,3461.0,0
2,2015-05-0923:22:28.114,2015-05-0916:22:27.060,1202721.0,109479.0,52333.0,27859.0,5423.0,8912.0,3165.0,2500.0,0
9,2015-05-0923:22:28.174,2015-05-0916:22:17.644,35300.0,41212.0,16531.0,13719.0,6845.0,13574.0,3575.0,4267.0,0
3,2015-05-0923:22:28.358,2015-05-0916:22:13.606,1034841.0,39618.0,35226.0,3421.0,9379.0,10028.0,9621.0,2436.0,0
4,2015-05-0923:22:28.517,2015-05-0919:22:20.945,318441.0,38667.0,9538.0,6009.0,3632.0,4035.0,2582.0,619.0,0
10,2015-05-0923:22:28.584,2015-05-0916:22:28.645,39500.0,36986.0,2138.0,7866.0,2935.0,3684.0,602.0,788.0,0
13,2015-05-0923:22:28.736,2015-05-0916:22:28.789,841709.0,1718604.0,133615.0,50191.0,23709.0,97301.0,68025.0,43483.0,0
14,2015-05-0923:22:28.816,2015-05-0916:22:28.195,13523.0,13529.0,2848.0,16101.0,4137.0,10367.0,4536.0,5260.0,0
15,2015-05-0923:22:28.820,2015-05-0916:22:19.793,36505.0,66226.0,27240.0,29470.0,13112.0,9622.0,6940.0,16941.0,0
5,2015-05-0923:22:28.868,2015-05-0916:22:28.082,249500.0,29094.0,12569.0,19026.0,13629.0,6704.0,1215.0,5436.0,0
3,2015-05-0923:22:28.965,2015-05-0916:22:14.287,218676.0,53190.0,26905.0,23519.0,21956.0,8172.0,2759.0,3047.0,0
11,2015-05-0923:22:28.981,2015-05-0916:22:29.046,158928.0,47239.0,84981.0,18044.0,14554.0,13397.0,5507.0,7227.0,0
2,2015-05-0923:22:29.024,2015-05-0916:22:28.076,80937.0,43166.0,5797.0,10216.0,5247.0,6640.0,4090.0,2016.0,0
8,2015-05-0923:22:29.044,2015-05-0916:22:29.077,57364.0,8640.0,2132.0,3088.0,2040.0,4768.0,1235.0,687.0,0
9,2015-05-0923:22:29.081,2015-05-0916:22:18.636,1017331.0,48283.0,59931.0,16234.0,16680.0,6042.0,5535.0,4863.0,0
12,2015-05-0923:22:29.111,2015-05-0916:22:27.697,538277.0,56145.0,10766.0,44692.0,5676.0,16646.0,12518.0,5746.0,0
6,2015-05-0923:22:29.241,2015-05-0916:22:30.833,631421.0,11947.0,3341.0,8470.0,4180.0,9460.0,2329.0,2049.0,0
4,2015-05-0923:22:29.428,2015-05-0919:22:21.969,549740.0,545429.0,29814.0,23964.0,26239.0,54270.0,17805.0,32801.0,0
10,2015-05-0923:22:29.494,2015-05-0916:22:29.636,1990672.0,397315.0,216004.0,180058.0,58672.0,66113.0,10732.0,6292.0,25
13,2015-05-0923:22:29.648,2015-05-0916:22:29.788,2143369.0,567486.0,144291.0,46476.0,89553.0,95417.0,35231.0,47285.0,0
14,2015-05-0923:22:29.719,2015-05-0916:22:29.188,19879.0,19278.0,2875.0,9559.0,6482.0,14630.0,11545.0,4483.0,0
11,2015-05-0923:22:29.885,2015-05-0916:22:30.059,916215.0,76165.0,21635.0,27758.0,31164.0,18740.0,9879.0,4690.0,0
2,2015-05-0923:22:29.937,2015-05-0916:22:29.044,207796.0,11308.0,2982.0,4206.0,7812.0,1372.0,2893.0,715.0,0
8,2015-05-0923:22:29.949,2015-05-0916:22:30.075,101558.0,13568.0,13553.0,9888.0,8468.0,6919.0,842.0,1267.0,0
9,2015-05-0923:22:29.983,2015-05-0916:22:19.652,40285.0,31404.0,5271.0,14025.0,8882.0,6852.0,5722.0,4141.0,0
12,2015-05-0923:22:30.017,2015-05-0916:22:28.714,742449.0,99272.0,8184.0,30498.0,8686.0,17779.0,5718.0,3646.0,0
15,2015-05-0923:22:30.029,2015-05-0916:22:20.794,1294666.0,190362.0,16073.0,35480.0,20145.0,18909.0,79172.0,24395.0,0
5,2015-05-0923:22:30.077,2015-05-0916:22:29.103,100601.0,74318.0,27204.0,18776.0,42856.0,17691.0,17230.0,9839.0,0
6,2015-05-0923:22:30.141,2015-05-0916:22:31.854,258564.0,36100.0,11106.0,5279.0,9419.0,3840.0,5234.0,1069.0,0
3,2015-05-0923:22:30.175,2015-05-0916:22:15.479,60417.0,15328.0,3064.0,3676.0,3640.0,4600.0,757.0,779.0,0
3,2015-05-0923:22:30.175,2015-05-0916:22:15.479,60417.0,15328.0,3064.0,3676.0,3640.0,4600.0,757.0,779.0,0
10,2015-05-0923:22:30.421,2015-05-0916:22:30.635,1071668.0,288909.0,147415.0,32732.0,25367.0,9367.0,25084.0,12151.0,0
3,2015-05-0923:22:30.478,2015-05-0916:22:15.881,95894.0,18900.0,13907.0,8916.0,11832.0,10446.0,4950.0,9121.0,0
13,2015-05-0923:22:30.557,2015-05-0916:22:30.788,1975132.0,70491.0,35956.0,36827.0,17698.0,29398.0,41183.0,16416.0,0
14,2015-05-0923:22:30.622,2015-05-0916:22:30.182,21650.0,13945.0,19919.0,24107.0,6154.0,11566.0,6214.0,9843.0,0
4,2015-05-0923:22:30.639,2015-05-0919:22:22.946,67601.0,28683.0,17451.0,4758.0,8117.0,2015.0,2211.0,383.0,0
11,2015-05-0923:22:30.785,2015-05-0916:22:31.029,10221.0,37466.0,4858.0,7110.0,5452.0,4292.0,4336.0,7232.0,0
8,2015-05-0923:22:30.855,2015-05-0916:22:31.104,121934.0,30401.0,1447.0,6212.0,7957.0,27680.0,4736.0,4860.0,0
9,2015-05-0923:22:30.886,2015-05-0916:22:20.637,169305.0,22789.0,14435.0,3658.0,15738.0,6380.0,5243.0,6492.0,0
12,2015-05-0923:22:30.922,2015-05-0916:22:29.685,144464.0,37675.0,1191.0,4896.0,6877.0,6375.0,1371.0,1780.0,0
15,2015-05-0923:22:30.938,2015-05-0916:22:21.770,471608.0,65722.0,17754.0,7571.0,8418.0,3969.0,4413.0,1598.0,0
5,2015-05-0923:22:30.983,2015-05-0916:22:30.079,175247.0,167019.0,8663.0,5012.0,12300.0,12591.0,12453.0,4993.0,0
6,2015-05-0923:22:31.040,2015-05-0916:22:32.842,163235.0,33019.0,1959.0,7526.0,5598.0,7220.0,3939.0,2560.0,0
13,2015-05-0923:22:31.341,2015-05-0916:22:31.774,63966.0,29745.0,7743.0,28049.0,19356.0,18363.0,32723.0,10328.0,0
3,2015-05-0923:22:31.385,2015-05-0916:22:16.652,78627.0,58381.0,8020.0,3473.0,3050.0,2501.0,407.0,517.0,0
2,2015-05-0923:22:31.511,2015-05-0916:22:30.043,116054.0,14890.0,12506.0,2323.0,7142.0,4451.0,1501.0,678.0,0
4,2015-05-0923:22:31.546,2015-05-0919:22:23.933,424348.0,76444.0,13767.0,10794.0,5270.0,7307.0,9121.0,2286.0,0
10,2015-05-0923:22:31.641,2015-05-0916:22:31.656,782864.0,27078.0,4867.0,47264.0,20001.0,17403.0,10706.0,12832.0,0
8,2015-05-0923:22:31.765,2015-05-0916:22:32.080,30325.0,39145.0,5610.0,5602.0,4713.0,2773.0,590.0,859.0,0
14,2015-05-0923:22:31.814,2015-05-0916:22:31.209,15503.0,13662.0,3153.0,3445.0,3822.0,14739.0,6766.0,6519.0,0
15,2015-05-0923:22:31.843,2015-05-0916:22:22.782,1615052.0,192621.0,28305.0,28663.0,53400.0,8796.0,37146.0,23229.0,0
5,2015-05-0923:22:31.891,2015-05-0916:22:31.085,34866.0,29823.0,12047.0,13952.0,44297.0,6801.0,5457.0,5490.0,0
11,2015-05-0923:22:31.985,2015-05-0916:22:32.053,1092608.0,392516.0,76752.0,42827.0,10738.0,14901.0,13334.0,28273.0,0
9,2015-05-0923:22:32.101,2015-05-0916:22:21.640,3410.0,9516.0,6671.0,10222.0,5920.0,4839.0,9390.0,3089.0,0
12,2015-05-0923:22:32.126,2015-05-0916:22:30.690,1111821.0,174734.0,11423.0,31188.0,20378.0,16970.0,12154.0,6851.0,0
6,2015-05-0923:22:32.242,2015-05-0916:22:33.822,408464.0,66689.0,38531.0,20747.0,8599.0,15494.0,14316.0,12439.0,0
3,2015-05-0923:22:32.295,2015-05-0916:22:17.616,353991.0,191553.0,1363.0,23333.0,20742.0,15766.0,4017.0,3747.0,0
4,2015-05-0923:22:32.456,2015-05-0919:22:24.951,1268983.0,48393.0,69710.0,8514.0,20122.0,11603.0,21480.0,4208.0,0
10,2015-05-0923:22:32.550,2015-05-0916:22:32.622,149460.0,22059.0,17376.0,18513.0,5788.0,6001.0,7765.0,3868.0,0
13,2015-05-0923:22:32.557,2015-05-0916:22:32.799,41998.0,20219.0,44234.0,52434.0,15534.0,50721.0,26446.0,24671.0,0
14,2015-05-0923:22:32.717,2015-05-0916:22:32.185,1266899.0,202727.0,76095.0,56536.0,59064.0,40327.0,20631.0,24003.0,0
2,2015-05-0923:22:32.721,2015-05-0916:22:31.048,326146.0,86208.0,30165.0,7798.0,5058.0,4068.0,1879.0,1788.0,0
15,2015-05-0923:22:32.752,2015-05-0916:22:23.770,1219974.0,166092.0,35011.0,40587.0,33905.0,19738.0,16757.0,12257.0,0
11,2015-05-0923:22:32.882,2015-05-0916:22:33.033,480803.0,75051.0,24621.0,15438.0,6619.0,10344.0,19496.0,12328.0,0
8,2015-05-0923:22:32.973,2015-05-0916:22:33.064,78775.0,25949.0,13607.0,1248.0,6519.0,19075.0,3409.0,2572.0,0
2,2015-05-0923:22:32.973,2015-05-0916:22:32.027,443552.0,17055.0,6910.0,7490.0,7140.0,3180.0,2002.0,5000.0,0
9,2015-05-0923:22:33.007,2015-05-0916:22:22.608,196911.0,10048.0,3718.0,456.0,2056.0,2441.0,1367.0,881.0,0
12,2015-05-0923:22:33.032,2015-05-0916:22:31.687,244328.0,209506.0,29853.0,3772.0,23336.0,15886.0,12118.0,4473.0,0
5,2015-05-0923:22:33.099,2015-05-0916:22:32.085,122936.0,68615.0,92968.0,18597.0,38305.0,8441.0,10324.0,4821.0,0
6,2015-05-0923:22:33.142,2015-05-0916:22:34.846,3482306.0,204273.0,101698.0,53261.0,15739.0,35999.0,11950.0,8002.0,0
3,2015-05-0923:22:33.205,2015-05-0916:22:18.627,159208.0,71700.0,36447.0,26415.0,21419.0,14850.0,2697.0,2725.0,0
4,2015-05-0923:22:33.365,2015-05-0919:22:25.915,584759.0,92253.0,29254.0,26082.0,10640.0,7962.0,3764.0,1321.0,0
10,2015-05-0923:22:33.466,2015-05-0916:22:33.647,1014610.0,58441.0,4863.0,13688.0,8089.0,4719.0,3484.0,3019.0,0
13,2015-05-0923:22:33.467,2015-05-0916:22:33.773,146732.0,87549.0,17420.0,4422.0,2493.0,7209.0,4271.0,5195.0,0
14,2015-05-0923:22:33.620,2015-05-0916:22:33.169,1178862.0,229826.0,16311.0,10840.0,23165.0,10604.0,17789.0,5263.0,0
11,2015-05-0923:22:33.782,2015-05-0916:22:34.044,158837.0,23063.0,3161.0,1701.0,2197.0,3174.0,4477.0,6263.0,0
8,2015-05-0923:22:33.879,2015-05-0916:22:34.084,626815.0,57126.0,17478.0,50414.0,8925.0,17756.0,10285.0,4451.0,0
2,2015-05-0923:22:33.885,2015-05-0916:22:33.044,96093.0,65366.0,42229.0,11487.0,20890.0,24090.0,11212.0,5138.0,0
9,2015-05-0923:22:33.913,2015-05-0916:22:23.631,248867.0,42662.0,15585.0,14233.0,15046.0,8144.0,9395.0,7664.0,0
12,2015-05-0923:22:33.937,2015-05-0916:22:32.671,100687.0,107424.0,9475.0,13745.0,25428.0,13660.0,6312.0,8415.0,0
15,2015-05-0923:22:33.964,2015-05-0916:22:24.779,514391.0,61448.0,24268.0,3182.0,20367.0,6355.0,35242.0,8336.0,0
5,2015-05-0923:22:34.005,2015-05-0916:22:33.088,190441.0,167776.0,21357.0,13652.0,9041.0,6473.0,14007.0,6056.0,0
6,2015-05-0923:22:34.041,2015-05-0916:22:35.815,1782871.0,513461.0,166630.0,111397.0,15143.0,42749.0,18071.0,14196.0,0
13,2015-05-0923:22:34.262,2015-05-0916:22:34.771,1503549.0,914014.0,108338.0,212155.0,110064.0,102437.0,42013.0,131491.0,0
10,2015-05-0923:22:34.375,2015-05-0916:22:34.606,1670600.0,896560.0,405436.0,179478.0,216868.0,232701.0,203619.0,104622.0,0
4,2015-05-0923:22:34.576,2015-05-0919:22:26.932,185943.0,44628.0,33957.0,8645.0,5815.0,26927.0,15754.0,4279.0,0
8,2015-05-0923:22:34.786,2015-05-0916:22:35.049,233781.0,24616.0,5242.0,6204.0,2999.0,5150.0,1921.0,2117.0,0
14,2015-05-0923:22:34.824,2015-05-0916:22:34.171,115045.0,23746.0,12513.0,15848.0,21673.0,6759.0,6647.0,6579.0,0
15,2015-05-0923:22:34.873,2015-05-0916:22:25.757,604724.0,85038.0,17869.0,31425.0,7803.0,25985.0,45263.0,45514.0,0
5,2015-05-0923:22:34.910,2015-05-0916:22:34.055,384103.0,67524.0,161471.0,5637.0,14185.0,19947.0,8431.0,7264.0,0
11,2015-05-0923:22:34.983,2015-05-0916:22:35.035,42342.0,12312.0,2079.0,5113.0,3558.0,25318.0,7153.0,10830.0,0
3,2015-05-0923:22:35.014,2015-05-0916:22:20.287,82580.0,41109.0,20191.0,11668.0,8232.0,5198.0,1483.0,1128.0,0
2,2015-05-0923:22:35.099,2015-05-0916:22:34.043,16299.0,7035.0,7554.0,11108.0,5747.0,6347.0,5694.0,5217.0,0
9,2015-05-0923:22:35.123,2015-05-0916:22:24.619,753442.0,46815.0,15871.0,17037.0,9043.0,5786.0,3432.0,3388.0,0
12,2015-05-0923:22:35.146,2015-05-0916:22:33.689,673925.0,190176.0,13015.0,43273.0,25296.0,18440.0,10576.0,7267.0,0
13,2015-05-0923:22:35.178,2015-05-0916:22:35.760,1539877.0,38312.0,26438.0,23903.0,4518.0,5145.0,7737.0,3831.0,0
6,2015-05-0923:22:35.244,2015-05-0916:22:36.816,614374.0,16466.0,7623.0,4229.0,14230.0,9607.0,3643.0,2744.0,0
4,2015-05-0923:22:35.489,2015-05-0919:22:27.917,1960691.0,170506.0,18698.0,15141.0,12698.0,35131.0,28361.0,24565.0,0
10,2015-05-0923:22:35.588,2015-05-0916:22:35.608,857298.0,496242.0,32323.0,40766.0,35205.0,35922.0,89913.0,61676.0,0
14,2015-05-0923:22:35.727,2015-05-0916:22:35.176,253890.0,174093.0,51067.0,20275.0,5157.0,17105.0,8972.0,8760.0,0
15,2015-05-0923:22:35.780,2015-05-0916:22:26.777,2687101.0,361097.0,36774.0,21645.0,18660.0,14769.0,33469.0,37872.0,0
5,2015-05-0923:22:35.818,2015-05-0916:22:35.054,185460.0,4702.0,2483.0,1774.0,658.0,830.0,705.0,435.0,0
11,2015-05-0923:22:35.882,2015-05-0916:22:36.040,13516.0,25287.0,15269.0,5663.0,16793.0,23898.0,7428.0,7373.0,0
8,2015-05-0923:22:35.994,2015-05-0916:22:36.059,564196.0,73772.0,20935.0,12523.0,7841.0,12747.0,4024.0,3435.0,0
2,2015-05-0923:22:36.009,2015-05-0916:22:35.030,27601.0,37032.0,478.0,4920.0,6784.0,7314.0,14970.0,12360.0,0
9,2015-05-0923:22:36.027,2015-05-0916:22:25.653,195510.0,42514.0,3686.0,15872.0,2799.0,2640.0,1600.0,3777.0,0
12,2015-05-0923:22:36.050,2015-05-0916:22:34.693,382945.0,166101.0,6363.0,5704.0,16242.0,17042.0,8997.0,3537.0,0
6,2015-05-0923:22:36.141,2015-05-0916:22:37.816,186771.0,19007.0,17199.0,2745.0,5041.0,6538.0,3833.0,4298.0,0
3,2015-05-0923:22:36.225,2015-05-0916:22:21.489,79425.0,22832.0,2978.0,3084.0,4068.0,1340.0,334.0,271.0,0
13,2015-05-0923:22:36.388,2015-05-0916:22:36.768,700085.0,36172.0,29339.0,26941.0,9651.0,8337.0,20971.0,6369.0,0
4,2015-05-0923:22:36.399,2015-05-0919:22:28.909,950410.0,312265.0,54509.0,110309.0,112963.0,94174.0,57140.0,25801.0,0
10,2015-05-0923:22:36.498,2015-05-0916:22:36.635,110706.0,20774.0,5381.0,1634.0,2691.0,4139.0,3385.0,1898.0,0
14,2015-05-0923:22:36.631,2015-05-0916:22:36.158,165891.0,64260.0,18145.0,11378.0,12925.0,15763.0,5975.0,6128.0,0
11,2015-05-0923:22:36.783,2015-05-0916:22:37.022,35591.0,34779.0,5714.0,6441.0,9834.0,9678.0,1811.0,1919.0,0
8,2015-05-0923:22:36.905,2015-05-0916:22:37.065,168608.0,13774.0,3556.0,2062.0,2504.0,3074.0,1002.0,944.0,0
9,2015-05-0923:22:36.934,2015-05-0916:22:26.607,105870.0,5511.0,1495.0,1654.0,2928.0,1226.0,545.0,354.0,0
12,2015-05-0923:22:36.956,2015-05-0916:22:35.675,33964.0,4692.0,6492.0,13287.0,15837.0,21500.0,2516.0,2343.0,0
15,2015-05-0923:22:36.990,2015-05-0916:22:27.764,173824.0,137585.0,60384.0,34788.0,22401.0,22545.0,23932.0,37398.0,0
5,2015-05-0923:22:37.025,2015-05-0916:22:36.063,61745.0,59274.0,19662.0,26884.0,48076.0,16895.0,7526.0,6610.0,0
6,2015-05-0923:22:37.041,2015-05-0916:22:38.832,415203.0,40186.0,42218.0,70861.0,60797.0,20059.0,7557.0,5471.0,0
2,2015-05-0923:22:37.114,2015-05-0916:22:36.013,28791.0,12964.0,13703.0,11736.0,14883.0,8156.0,3149.0,2644.0,0
13,2015-05-0923:22:37.295,2015-05-0916:22:37.752,994537.0,178984.0,39873.0,9221.0,7106.0,18402.0,18235.0,16197.0,0
10,2015-05-0923:22:37.414,2015-05-0916:22:37.611,266306.0,14280.0,1385.0,7729.0,6746.0,4901.0,4338.0,2720.0,0
3,2015-05-0923:22:37.434,2015-05-0916:22:22.759,223826.0,46751.0,9444.0,37680.0,19156.0,11145.0,14600.0,10218.0,0
4,2015-05-0923:22:37.649,2015-05-0919:22:29.916,807233.0,114077.0,31958.0,23275.0,8500.0,14449.0,8852.0,2865.0,0
8,2015-05-0923:22:37.817,2015-05-0916:22:38.028,61050.0,16618.0,13795.0,10091.0,3357.0,15142.0,7572.0,3758.0,0
14,2015-05-0923:22:37.834,2015-05-0916:22:37.163,63592.0,8087.0,5167.0,1970.0,1348.0,2382.0,2340.0,1722.0,0
15,2015-05-0923:22:37.899,2015-05-0916:22:28.748,298133.0,283049.0,27045.0,89748.0,43481.0,59332.0,44213.0,19381.0,0
5,2015-05-0923:22:37.932,2015-05-0916:22:37.043,157241.0,62508.0,14943.0,10793.0,2809.0,3258.0,1000.0,2292.0,0
11,2015-05-0923:22:37.983,2015-05-0916:22:38.009,566337.0,22024.0,7221.0,22834.0,5053.0,10265.0,4605.0,2350.0,0
2,2015-05-0923:22:38.024,2015-05-0916:22:37.010,88135.0,30279.0,63834.0,12105.0,11125.0,13463.0,7900.0,7902.0,0
12,2015-05-0923:22:38.037,2015-05-0916:22:36.660,219609.0,59255.0,6822.0,15316.0,8646.0,11990.0,4481.0,3813.0,0
9,2015-05-0923:22:38.150,2015-05-0916:22:27.622,927667.0,153770.0,39148.0,9783.0,10420.0,37469.0,15752.0,7378.0,0
13,2015-05-0923:22:38.208,2015-05-0916:22:38.771,655817.0,206918.0,52001.0,9308.0,15479.0,12118.0,10952.0,8802.0,0
6,2015-05-0923:22:38.242,2015-05-0916:22:39.810,1879083.0,46938.0,6844.0,16609.0,2898.0,10595.0,5175.0,2750.0,0
10,2015-05-0923:22:38.326,2015-05-0916:22:38.596,58692.0,142360.0,16432.0,21620.0,24036.0,14415.0,6960.0,3260.0,0
4,2015-05-0923:22:38.563,2015-05-0919:22:30.924,743396.0,126043.0,20990.0,10023.0,30692.0,18781.0,22690.0,14277.0,0
3,2015-05-0923:22:38.646,2015-05-0916:22:24.030,55636.0,6559.0,622.0,6770.0,1874.0,4136.0,790.0,682.0,0
8,2015-05-0923:22:38.722,2015-05-0916:22:39.029,63417.0,40696.0,20052.0,42698.0,17272.0,8583.0,6332.0,3090.0,0
14,2015-05-0923:22:38.737,2015-05-0916:22:38.161,215373.0,24527.0,8687.0,1891.0,4782.0,4993.0,3173.0,2044.0,0
15,2015-05-0923:22:38.804,2015-05-0916:22:29.752,1216865.0,193887.0,25600.0,32034.0,31939.0,9318.0,14375.0,6050.0,0
